"annotation_id","annotator","created_at","environment","id","lead_time","other","price","quality","sentence","service","updated_at" 
1280,"1","2025-06-23T06:38:09.707240Z","",76,27.905,"","","","the service was the worst   all of my friends went to the dance floor and i was stopped by the staff who asked not to leave the table and asked me to deposit my id card ","Negative","2025-06-23T06:38:09.707240Z"
1281,"1","2025-06-23T06:38:13.157569Z","",76,3.083,"Negative","","","this was pretty humiliating ","","2025-06-23T06:38:13.157569Z"
1282,"1","2025-06-23T06:38:50.788296Z","",76,37.254,"","","","this place probably sees too many dine   dash incidents given the kind of crowd it caters to ","","2025-06-23T06:38:50.788296Z"
1283,"1","2025-06-23T06:39:07.403543Z","",76,16.306,"","","Neutral","the food was average at best ","","2025-06-23T06:39:07.403543Z"
1284,"1","2025-06-23T06:39:26.119716Z","",76,18.376,"","","","they entered      as tip on the pos machine trying us to pay that for this s   ty service ","Negative","2025-06-23T06:39:26.119716Z"
1285,"1","2025-06-23T06:39:43.536074Z","",76,17.105,"","","","the valet meddled with my car s infotainment system ","Negative","2025-06-23T06:39:43.536074Z"
1286,"1","2025-06-23T06:39:47.184990Z","",76,3.231,"Negative","","","i will avoid this place from now on and stick to more classy places ","","2025-06-23T06:39:47.184990Z"
1287,"1","2025-06-23T06:39:50.518176Z","",77,3.016,"","","","had a lot of expectations when i read the ne for the first time ","","2025-06-23T06:39:50.518176Z"
1288,"1","2025-06-23T06:39:53.184265Z","",77,2.365,"","","","was able to visit it after a month ","","2025-06-23T06:39:53.184265Z"
1289,"1","2025-06-23T06:39:55.667654Z","",77,2.176,"Negative","","","what a disappointment it was ","","2025-06-23T06:39:55.667654Z"
1290,"1","2025-06-23T06:40:00.918281Z","",77,4.839,"","","","it s named sizzler but has nothing close to sizzler ","","2025-06-23T06:40:00.918281Z"
1291,"1","2025-06-23T06:40:06.349756Z","",77,5.12,"","","","you guys really need to work on the art of making sizzler ","","2025-06-23T06:40:06.349756Z"
1292,"1","2025-06-23T06:40:14.311824Z","",77,7.622,"","","","it looks like sizzler ","","2025-06-23T06:40:14.311824Z"
1293,"1","2025-06-23T06:40:17.778604Z","",77,3.174,"","","","it only looks","","2025-06-23T06:40:17.778604Z"
1294,"1","2025-06-23T06:40:28.882485Z","",78,10.803,"","","Negative","wrong food  wrong bill  no taste  time waste insects in food  food raw  when metioned this all to the manager he was reluctant to hear the feedback","Negative","2025-06-23T06:40:28.882485Z"
1295,"1","2025-06-23T06:40:40.506749Z","",79,11.239,"","","","no wafers sent with the burger","Negative","2025-06-23T06:40:40.506749Z"
1296,"1","2025-06-23T06:40:43.138474Z","",80,2.315,"Negative","","","most terrible place ","","2025-06-23T06:40:43.138474Z"
1297,"1","2025-06-23T06:40:49.897926Z","",80,6.459,"","","","i used to love chennai   d and with that brand i went to hyd   d ","","2025-06-23T06:40:49.897926Z"
1298,"1","2025-06-23T06:40:58.630590Z","",80,8.415,"","Negative","","firstly they took cover charge for a couple and they had no seats ","Negative","2025-06-23T06:40:58.630590Z"
1299,"1","2025-06-23T06:41:07.096794Z","",80,12.724,"","","","could have told us we have no seats we would not have paid cover charge ","Negative","2025-06-23T06:41:18.445657Z"
1300,"1","2025-06-23T06:41:43.328172Z","",80,21.619,"","","","we stood for good    mins and then given bad seats near the speaker where one couldn t even talk ","Negative","2025-06-23T06:41:43.328172Z"
1301,"1","2025-06-23T06:41:47.811261Z","",80,4.125,"","","","and then the waiters weren t serving us food properly ","Negative","2025-06-23T06:41:47.811261Z"
1302,"1","2025-06-23T06:41:51.944212Z","",80,3.82,"","","","had to ask them twice after whicj they took order and when they did they didn t give us cutlery ","Negative","2025-06-23T06:41:51.944212Z"
1303,"1","2025-06-23T06:41:53.442358Z","",80,1.176,"","","","can you even imagine   ","","2025-06-23T06:41:53.442358Z"
1304,"1","2025-06-23T06:41:57.125014Z","",80,3.367,"","","","i had to ask that give forks  ","Negative","2025-06-23T06:41:57.125014Z"
1305,"1","2025-06-23T06:41:58.610657Z","",80,1.183,"","","","      ","","2025-06-23T06:41:58.610657Z"
1306,"1","2025-06-23T06:42:01.542475Z","",80,2.577,"Negative","","","i had the worst experience ever of going to a place ","","2025-06-23T06:42:01.543605Z"
1307,"1","2025-06-23T06:42:03.277007Z","",80,1.43,"Negative","","","extremely disappointed ","","2025-06-23T06:42:03.277007Z"
1308,"1","2025-06-23T06:42:08.676190Z","",80,5.067,"","","","please learn how to manage a crowd ","","2025-06-23T06:42:08.676190Z"
1309,"1","2025-06-23T06:42:13.492950Z","",80,4.511,"","","","also i wanted to book my table beforehand ","","2025-06-23T06:42:13.492950Z"
1310,"1","2025-06-23T06:42:19.109494Z","",80,5.307,"","","","but the option was not even available on zomato and they won t pick up call ","Negative","2025-06-23T06:42:19.109494Z"
1311,"1","2025-06-23T06:42:22.315370Z","",80,2.835,"","","","it just felt they didn t want things to be systematic ","","2025-06-23T06:42:22.315370Z"
1312,"1","2025-06-23T06:42:24.719941Z","",80,2.04,"Negative","","","extremely disappointed ","","2025-06-23T06:42:24.719941Z"
1313,"1","2025-06-23T06:42:44.657965Z","",81,19.622,"","","","dun bombard the menu with so many things  great hospitality and tasty food is what makes a place happening ","","2025-06-23T06:42:44.657965Z"
1314,"1","2025-06-23T06:42:47.440788Z","",81,2.478,"Negative","","","not coming to this place ever again","","2025-06-23T06:42:47.440788Z"
1315,"1","2025-06-23T06:42:54.857528Z","",82,7.05,"","","Negative","my pizza looks like they have pieced together the left overs ","","2025-06-23T06:42:54.857528Z"
1316,"1","2025-06-23T06:42:57.307598Z","",82,2.13,"","","Negative","the cheese is hard and the slices look old ","","2025-06-23T06:42:57.307598Z"
1317,"1","2025-06-23T06:43:16.038900Z","",82,18.396,"","","Negative","i m so disappointed as i order quite frequently from frio and this is the second time i am getting a pizza in this condition from them ","","2025-06-23T06:43:16.038900Z"
1318,"1","2025-06-23T06:43:23.705999Z","",83,7.352,"","","","very poor service i went in day time and took    min to serve nachos ","Negative","2025-06-23T06:43:23.705999Z"
1319,"1","2025-06-23T06:43:27.887587Z","",83,3.782,"","","Negative","food taste very poor ","","2025-06-23T06:43:27.887587Z"
1320,"1","2025-06-23T06:43:30.222169Z","",83,2.027,"","","","i could rate this place  ve ","","2025-06-23T06:43:30.222169Z"
1321,"1","2025-06-23T06:43:34.871439Z","",83,4.34,"","","","they have speciality to server hot beer ","","2025-06-23T06:43:34.871439Z"
1322,"1","2025-06-23T06:43:37.637941Z","",83,2.43,"","","","there staff is not entertaining ","Negative","2025-06-23T06:43:37.637941Z"
1323,"1","2025-06-23T06:43:45.221591Z","",84,7.245,"","","Negative","baby corn manchurian was gone bad when it was delivered ","","2025-06-23T06:43:45.221591Z"
1324,"1","2025-06-23T06:43:47.437529Z","",85,1.897,"","","Negative","pathetic food ","","2025-06-23T06:43:47.437529Z"
1325,"1","2025-06-23T06:43:52.278438Z","",85,4.508,"","","Negative","omelete is having black color on it ","","2025-06-23T06:43:52.278438Z"
1326,"1","2025-06-23T06:43:56.683906Z","",85,4.084,"","","","breads are missing ","Negative","2025-06-23T06:43:56.683906Z"
1327,"1","2025-06-23T06:44:00.386907Z","",85,3.387,"","","Negative","strawberry toast   something white is there which smells ","","2025-06-23T06:44:00.386907Z"
1328,"1","2025-06-23T06:44:02.452692Z","",85,1.751,"","","Negative","pathetic food  ","","2025-06-23T06:44:02.452692Z"
1329,"1","2025-06-23T06:44:06.946696Z","",85,4.163,"","","","yakk ","","2025-06-23T06:44:06.946696Z"
1330,"1","2025-06-23T06:44:10.384971Z","",85,3.122,"Negative","","","such bad experience ","","2025-06-23T06:44:10.384971Z"
1331,"1","2025-06-23T06:44:17.756918Z","",85,7.052,"","","","delivery boy also came   hour late ","Negative","2025-06-23T06:44:17.756918Z"
1332,"1","2025-06-23T06:44:20.402207Z","",85,2.317,"Negative","","","never gonna order from here  ","","2025-06-23T06:44:20.402207Z"
1333,"1","2025-06-23T06:44:33.067647Z","",86,12.089,"","","Negative","disappointment  being one of the famous restaurant chain  had lot of expectations we were made to seat on table with dirty table mats and plates   food quality is worst to the core ","Negative","2025-06-23T06:44:33.067647Z"
1334,"1","2025-06-23T06:44:43.784228Z","",86,10.386,"","","Negative","ordered mutton rogan josh which had excess amount of salt  to our suprise staff was least bothered to act on it or accept feedback ","Negative","2025-06-23T06:44:43.784228Z"
1335,"1","2025-06-23T06:46:50.629378Z","",86,126.064,"","","","didn t have biryanis available hence had to sacrifice with steamed rice and dal ","Negative","2025-06-23T06:46:50.629378Z"
1336,"1","2025-06-23T06:47:13.727116Z","",86,22.716,"","","Negative","would not recommend this restaurant as needs huge improvement in terms of food quality  service and hygiene standards","Negative","2025-06-23T06:47:13.727116Z"
1337,"1","2025-06-23T06:47:17.532605Z","",87,3.45,"","","","tried two places in same venue on saturday evening ","","2025-06-23T06:47:17.532605Z"
1338,"1","2025-06-23T06:47:57.164047Z","",87,39.31,"","","","in hyper local first  seated outdoor as inside is little loud to my taste at     pm ordered drinks and snacks  spicy chicken wings very hot  average taste        chilly cheese toast drab dry       ","","2025-06-23T06:47:57.164047Z"
1339,"1","2025-06-23T06:48:15.365466Z","",87,174.077,"","","","drinks front my friend ordered small rum since its happy hour got one plus one  i got my beer then as last order for happy hour ordered large vodka  after getting one when asked for plus one   reply is oh we assumed you asked us to make one large out of two small       ","Negative","2025-06-23T06:51:05.661699Z"
1340,"1","2025-06-23T06:51:10.498957Z","",87,16.493,"","","","now ok i can forgive that its misunderstanding suddenly we get the check asking to pay up while still having our drinks ","Negative","2025-06-23T06:51:10.498957Z"
1341,"1","2025-06-23T06:51:47.255269Z","",87,36.406,"","","","when told we have not asked for same and may be want to eat and drink more reply received is oh but we have policy after happy hour everyone has to pay and if required restart new billing ","","2025-06-23T06:51:47.255269Z"
1342,"1","2025-06-23T06:53:48.114281Z","Negative",87,120.483,"","","Negative","people who made this place have spent money sadly should have visited good places around world to see its not only ambiance to nonsense music but food quality and service quality which makes reputation ","Negative","2025-06-23T06:53:48.114281Z"
1343,"1","2025-06-23T06:53:53.157388Z","",87,4.66,"Negative","","","good bye for ever ","","2025-06-23T06:53:53.157388Z"
1344,"1","2025-06-23T06:53:56.940785Z","",88,1.725,"Negative","","","worst experience ever ","","2025-06-23T06:53:56.940785Z"
1345,"1","2025-06-23T06:54:01.996517Z","",88,4.695,"","","","we were three girls and waiters were rude as much as possible ","Negative","2025-06-23T06:54:01.996517Z"
1346,"1","2025-06-23T06:54:10.493517Z","",88,8.167,"","","","they even denied to accept orders and it was just our second order ","Negative","2025-06-23T06:54:10.493517Z"
1347,"1","2025-06-23T06:54:14.371315Z","",88,3.481,"","","","never seen such a pub run by rude and unprofessional people ","Negative","2025-06-23T06:54:14.371315Z"
1348,"1","2025-06-23T06:54:22.534033Z","",89,7.835,"Negative","","","it is waste to order pizza from this restaurant ","","2025-06-23T06:54:22.534033Z"
1349,"1","2025-06-23T06:54:27.160115Z","",89,4.301,"","","","i forgot that i have preferred a cheese burst pizza ","","2025-06-23T06:54:27.160115Z"
1350,"1","2025-06-23T06:54:35.237339Z","",89,7.751,"","","Negative","there is no cheese in pizza and moreover the diameter of uttappam is far better than this pizza ","","2025-06-23T06:54:35.237339Z"
1351,"1","2025-06-23T06:54:50.336342Z","",89,14.761,"Negative","","","i will never prefer this","","2025-06-23T06:54:50.336342Z"
1352,"1","2025-06-23T06:54:52.505133Z","",90,1.794,"Negative","","","worst","","2025-06-23T06:54:52.505133Z"
1353,"1","2025-06-23T06:55:13.586228Z","",91,20.743,"","Negative","Negative","one of those times  when you actually regret for not able give ratings less than zero pathetic service foods way costlier than its quality  over hyped description for the decor  i can go on and on    and jesus  ","Negative","2025-06-23T06:55:13.586228Z"
1354,"1","2025-06-23T06:55:45.292489Z","",91,13.526,"","","","there are some basic differences between pinapple apple juice and pudina juice  texture and smell  u gotta understand that  before demanding that you are one of the best in your genre ","","2025-06-23T06:55:45.292489Z"
1355,"1","2025-06-23T06:55:48.696336Z","",92,3.084,"","","","received incomplete order","Negative","2025-06-23T06:55:48.696336Z"
1356,"1","2025-06-23T06:55:53.613504Z","",93,4.589,"","","","i don t understand if they don t want to deliver why kfc shows as available ","Negative","2025-06-23T06:55:53.613504Z"
1357,"1","2025-06-23T06:55:57.398921Z","",93,3.455,"","","","everytime i place order most of the time it get declined after payment ","Negative","2025-06-23T06:55:57.398921Z"
1358,"1","2025-06-23T06:56:17.384468Z","",93,19.657,"","","Positive","i am not worried about refund as it comes but food is all about cravings and i did order very hopefully but disappointed in the end food is always good from kfc but delivery service is worst","Negative","2025-06-23T06:56:17.384468Z"
1359,"1","2025-06-23T06:56:19.366999Z","",94,1.601,"","","","terrible staff ","Negative","2025-06-23T06:56:19.366999Z"
1360,"1","2025-06-23T06:56:25.050909Z","",94,5.302,"","","","i don t remember when the last time i saw such horrible and unorganized staff ","Negative","2025-06-23T06:56:25.050909Z"
1361,"1","2025-06-23T06:56:27.491473Z","",94,2.069,"","","","most of the staff isn t aware of what order is being placed ","Negative","2025-06-23T06:56:27.491473Z"
1362,"1","2025-06-23T06:56:35.900651Z","",94,8.076,"","","","they end up getting the stuffs from their which you haven t ordered ","Negative","2025-06-23T06:56:35.900651Z"
1363,"1","2025-06-23T06:56:43.972267Z","",94,7.733,"","","Negative","we had to wait for over an hour for our main course and then the food was also a big disappointment ","Negative","2025-06-23T06:56:43.972267Z"
1364,"1","2025-06-23T07:00:14.110107Z","",95,209.798,"","","","i ordered veg dum biryani through zomato and i got just coloured basmati rice without vegetables  one packet gravy and water curd ","Negative","2025-06-23T07:00:14.110107Z"
1365,"1","2025-06-23T07:00:20.454325Z","",95,5.98,"","","","there is nothing other than colour basmati rice  there is no spices also ","Negative","2025-06-23T07:00:20.454325Z"
1366,"1","2025-06-23T07:00:45.839546Z","",95,25.048,"Negative","","","never order online from here and i don t know about dinein","","2025-06-23T07:00:45.839546Z"
1367,"1","2025-06-23T07:00:50.587804Z","",96,4.411,"","","","very bad behaviour of the staff  no one took the order for    minutes  when we asked the staff they were pointing at each other saying he will take order ","Negative","2025-06-23T07:00:50.587804Z"
1368,"1","2025-06-23T07:00:56.363254Z","",96,5.437,"","","","when we called the manager he was unnecessarily defending the staff saying they thought that table is for   other people must be joining ","Negative","2025-06-23T07:00:56.363254Z"
1369,"1","2025-06-23T07:00:59.232533Z","",96,2.522,"Negative","","","sheer waste of time ","","2025-06-23T07:00:59.232533Z"
1370,"1","2025-06-23T07:01:18.726816Z","",97,18.815,"","","Negative","it seems like they have sent the maggie which was prepared   hrs back   not even hot ","","2025-06-23T07:01:18.726816Z"
1371,"1","2025-06-23T07:01:25.289395Z","",97,6.164,"","","Negative","the cheese was added which did not even melt  ","","2025-06-23T07:01:25.289395Z"
1372,"1","2025-06-23T07:01:28.295805Z","",97,2.66,"Negative","","","very bad experience through zomato","","2025-06-23T07:01:28.295805Z"
1373,"1","2025-06-23T07:01:39.642082Z","",98,10.992,"","","","the so called cheese dip tasted like peanut chutney    had a good experience with this place before    but previous delivery was disappointing ","Negative","2025-06-23T07:01:39.642082Z"
1374,"1","2025-06-23T07:01:47.983966Z","",99,7.985,"","","Negative","while i am eating my food i get this in my food the steel wire it cut my tongue inside ","","2025-06-23T07:01:47.983966Z"
1375,"1","2025-06-23T07:02:06.319156Z","",99,17.993,"Negative","","","the worst experience while having my food i am suggesting don t buy shawarma from shah ghouse","","2025-06-23T07:02:06.319156Z"
1376,"1","2025-06-23T07:02:11.717328Z","",100,5.011,"","","","i am still waiting for the pizza","Negative","2025-06-23T07:02:11.717328Z"
1377,"1","2025-06-23T07:02:28.416494Z","",101,16.361,"","","","just because a bunch of corporate guys request for retro songs  you shouldn t ignore the rest of the crowd ","Negative","2025-06-23T07:02:28.416494Z"
1378,"1","2025-06-23T07:02:31.074880Z","",101,2.309,"","","","please consider it serious ","","2025-06-23T07:02:31.074880Z"
1379,"1","2025-06-23T07:02:38.434578Z","",101,7.035,"","","Positive","food is ok ","","2025-06-23T07:02:38.434578Z"
1380,"1","2025-06-23T07:02:44.501096Z","",102,5.729,"","","Negative","ordered c  biryani   m  biryani on            worst biryani   just tasted and thrown into dust bin     dont go with this restaurant   ","","2025-06-23T07:02:44.501096Z"
1381,"1","2025-06-23T07:03:07.773949Z","",102,22.927,"","","","i thought this is one of the branches of somajiguda s kritunga   ","","2025-06-23T07:03:07.773949Z"
1382,"1","2025-06-23T07:03:10.578679Z","",102,2.416,"","","","but it is not    dnt go to this  ","","2025-06-23T07:03:10.578679Z"
1383,"1","2025-06-23T07:03:16.490862Z","",103,5.577,"","","","don t ever go to this place  waste of money  if you give order the order will come after    mins ","Negative","2025-06-23T07:03:16.490862Z"
1384,"1","2025-06-23T07:03:20.364155Z","",103,3.534,"","","","behaviour of the staff is horrible  the partner owner even don t know about how to behave to customer ","Negative","2025-06-23T07:03:20.364155Z"
1385,"1","2025-06-23T07:03:24.231385Z","",104,3.52,"Negative","","","worst place for vegetarians ","","2025-06-23T07:03:24.231385Z"
1386,"1","2025-06-23T07:03:31.225273Z","",104,6.645,"","","","they serve chicken pieces in veg paneer biryani and mark their box with green labels ","","2025-06-23T07:03:31.225273Z"
1387,"1","2025-06-23T07:03:34.759252Z","",104,3.204,"","","","irresponsible team hiered spoillers ","Negative","2025-06-23T07:03:34.759252Z"
1388,"1","2025-06-23T07:03:53.322407Z","",105,18.22,"","","","ordered garlic cheese paratha and got live cockroach as accompaniment though i got full refund but that s not the solution ","Negative","2025-06-23T07:03:53.322407Z"
1389,"1","2025-06-23T07:03:58.994611Z","",105,5.219,"","","","triptify s service is getting worse day by day ","Negative","2025-06-23T07:03:58.994611Z"
1390,"1","2025-06-23T07:04:03.290553Z","",105,3.95,"Negative","","","anyways it was my last order from triptify ","","2025-06-23T07:04:03.290553Z"
1391,"1","2025-06-23T07:04:05.748498Z","",106,2.112,"Negative","","","avoid ","","2025-06-23T07:04:05.748498Z"
1392,"1","2025-06-23T07:04:08.591827Z","",106,2.503,"","","","this place is a scam ","Negative","2025-06-23T07:04:08.591827Z"
1393,"1","2025-06-23T07:04:14.841617Z","",106,5.909,"","","","if there is even a place  i cannot find the physical restaurant on google maps by the provided address ","","2025-06-23T07:04:14.841617Z"
1394,"1","2025-06-23T07:04:17.353502Z","",106,2.175,"","","","anyway  i ordered a healthy chicken breast dish ","","2025-06-23T07:04:17.353502Z"
1395,"1","2025-06-23T07:04:21.841783Z","",106,4.107,"","","","they claim to offer healthy dishes and organic ingredients which look fantastic on the photos ","","2025-06-23T07:04:21.841783Z"
1396,"1","2025-06-23T07:04:30.002347Z","",106,7.799,"","","Negative","then you get regular oily fatty suspiciously saucy indian takeaway full of sugar and complex carbohydrates  probably from some nearby restaurant or street food stand ","","2025-06-23T07:04:30.002347Z"
1397,"1","2025-06-23T07:04:34.247822Z","",106,3.849,"","","","the only healthy thing about it was the size of the portion ","","2025-06-23T07:04:34.247822Z"
1398,"1","2025-06-23T07:04:41.016063Z","",106,6.374,"","","Negative","no wonder it is low on calories  you can literally finish the whole plate in   bites ","","2025-06-23T07:04:41.016063Z"
1399,"1","2025-06-23T07:04:46.659360Z","",106,5.289,"","","Negative","there were exactly   small chunks of chicken on it  maybe   gr total  submerged in some ketchup based sweet sauce ","","2025-06-23T07:04:46.659360Z"
1400,"1","2025-06-23T07:04:59.156298Z","",106,12.148,"","","","i doubt it was even grilled ","","2025-06-23T07:04:59.156298Z"
1401,"1","2025-06-23T07:05:05.402961Z","",106,5.896,"","","Negative","it looked and tasted more like it was fried  although with the disgusting oily sauce sugar coating it all who knows ","","2025-06-23T07:05:05.402961Z"
1402,"1","2025-06-23T07:05:11.602006Z","",106,5.848,"","","","the picture of the plate showed a full bowl of grilled chicken breast only  plus the sides on other plates ","","2025-06-23T07:05:11.602006Z"
1403,"1","2025-06-23T07:05:19.905306Z","",106,7.966,"","","Negative","i should have taken a photo to show on this review and compare with the one on the menu but i was too hungry and mad to think about anything but eating the disappointing food ","","2025-06-23T07:05:19.905306Z"
1404,"1","2025-06-23T07:05:31.161350Z","",106,10.895,"","Negative","Negative","at least it wasn t too expensive  but definitely not healthy  not cheap  and not good quality food ","","2025-06-23T07:05:31.161350Z"
1405,"1","2025-06-23T07:05:43.026532Z","",107,11.497,"","","Negative","worst food received  low quality rice was used  egg fried rice was almost spoiler  unable to eat ","","2025-06-23T07:05:43.026532Z"
1406,"1","2025-06-23T07:05:45.696925Z","",107,2.321,"Negative","","","worst experience ever  does not recommend ","","2025-06-23T07:05:45.696925Z"
1407,"1","2025-06-23T07:06:21.032291Z","",108,34.982,"","","Negative","charging   rs for packing but its bulshit  charging    for normal packings     comming to taste   i ordered chicken fry piece biryani which tasts nutral   means no flavour    very bad","Negative","2025-06-23T07:06:21.032291Z"
1408,"1","2025-06-23T07:06:24.005001Z","",109,3.962,"","","Negative","very poor food and my items were missing","Negative","2025-06-23T07:06:28.846510Z"
1409,"1","2025-06-23T07:06:50.335844Z","",110,19.924,"Negative","","","this outlet is the worst i have ever seen  ","","2025-06-23T07:06:50.335844Z"
1410,"1","2025-06-23T07:07:12.965709Z","Negative",110,22.206,"","","Negative","there were cockroaches on table   food quality was bad and no one to take order on time ","Negative","2025-06-23T07:07:12.965709Z"
1411,"1","2025-06-23T07:07:16.468341Z","",110,3.152,"Negative","","","please go to some other outlet don t ever try this outlet","","2025-06-23T07:07:16.468341Z"
1412,"1","2025-06-23T07:07:36.443645Z","Negative",111,19.621,"","","","pathetic management  this worst experience   would curse manager   found rats walking around  found food to be stinking liquor was smelling like pee glasses weren t washed properly  ","","2025-06-23T07:07:36.443645Z"
1413,"1","2025-06-23T07:07:40.607170Z","",111,3.807,"Negative","",""," hate to visit back again   ps  never visit this shitty place  ","","2025-06-23T07:07:40.607170Z"
1414,"1","2025-06-23T07:07:42.094012Z","",111,1.141,"","",""," ","","2025-06-23T07:07:42.094012Z"
1415,"1","2025-06-23T07:07:46.119151Z","",112,3.643,"Negative","","","i think there is no point of taking a buffet here ","","2025-06-23T07:07:46.119151Z"
1416,"1","2025-06-23T07:07:58.448553Z","",112,10.309,"","","Negative","i took a buffet for the purpose of having mutton curry  but it was spoilt ","","2025-06-23T07:07:58.448553Z"
1417,"1","2025-06-23T07:08:17.183842Z","",112,18.348,"","","","hence  there was no benefit from paying      for   people ","","2025-06-23T07:08:17.183842Z"
1418,"1","2025-06-23T07:08:20.292203Z","",112,2.727,"","","","i took this plate like this ","","2025-06-23T07:08:20.292203Z"
1419,"1","2025-06-23T07:08:22.775776Z","",112,2.109,"","","","i left this plate like this ","","2025-06-23T07:08:22.775776Z"
1420,"1","2025-06-23T07:08:27.393021Z","",113,4.279,"","","","they serve you wine in plastic glasses ","Negative","2025-06-23T07:08:27.393021Z"
1421,"1","2025-06-23T07:08:29.447290Z","",113,1.705,"","","","staff is very rude and unprofessional and they literally force you to pay exorbitant tips at the end ","Negative","2025-06-23T07:08:29.447290Z"
1422,"1","2025-06-23T07:08:33.540333Z","",113,3.706,"Negative","","","was a loyal customer earlier  never coming back here ever again ","","2025-06-23T07:08:33.540333Z"
1423,"1","2025-06-23T07:08:36.344767Z","",113,2.396,"","","","try   d or the lal street instead  in the same building  ","","2025-06-23T07:08:36.344767Z"
1424,"1","2025-06-23T07:09:12.681728Z","",114,35.996,"","","Negative","my friend and i visited this place on the   th of january around      hrs and ordered your strong ale  we believe that the beer was coughed into and we both fell severly sick with a scratchy throat and dry cough ","","2025-06-23T07:09:12.681728Z"
1425,"1","2025-06-23T07:09:20.886766Z","",114,7.837,"","","","i dont know why dont your employees wear a mask when on duty because i do not think i will ever return to you guys and this was my second trip to you and the second trip made me fall sick ","Negative","2025-06-23T07:09:20.886766Z"
1426,"1","2025-06-23T07:09:44.506625Z","",114,23.252,"","","Negative","i will spread it like wild fire for others before they fall sick  i can understand only one person falling sick but both falling sick with the same symptoms after consuming the strong ale beer then there is something definiately wrong and i am certain that the beer we were served was unhygienic or was contaminated beacsue on my visit on the  th of jan i never fell sick with the strong ale it was on the   th that my friend and i fell sick  ","","2025-06-23T07:09:44.506625Z"
1427,"1","2025-06-23T07:09:57.161947Z","",114,12.299,"","","","second  ever heard of loose tobacco cigarettes ","","2025-06-23T07:09:57.161947Z"
1428,"1","2025-06-23T07:10:02.819300Z","",114,5.312,"","","","your staff would stand on my head to make sure i am not smoking pot and are you serious  ","Negative","2025-06-23T07:10:02.819300Z"
1429,"1","2025-06-23T07:11:13.054731Z","",114,69.869,"","","","i use fresh tobacco like american spirit and roll my cigarettes and never expected this kind of survelance upon rolling a cigarette and taking my loose tobacco original pouch packing to smell that it is not pot  i feel humilated ","Negative","2025-06-23T07:11:13.054731Z"
1430,"1","2025-06-23T07:11:17.431877Z","",114,3.927,"","","","train your staff on hygiene and educate them ","Negative","2025-06-23T07:11:17.431877Z"
1431,"1","2025-06-23T07:11:43.176097Z","",114,25.377,"","","","ps  my first visit was on the  th jan and just fyi across the globe beer sampling is not chargable hence they are called samples ","","2025-06-23T07:11:43.176097Z"
1432,"1","2025-06-23T07:11:51.621273Z","",115,8.074,"Negative","","","domino s doesn t live up to the standards any more ","","2025-06-23T07:11:51.621273Z"
1433,"1","2025-06-23T07:11:57.860878Z","",115,5.872,"","","","i ordered a pizza and it was late with a delivery time of  hour with a promised delivery of    mins ","Negative","2025-06-23T07:11:57.860878Z"
1434,"1","2025-06-23T07:12:01.795749Z","",115,3.579,"","","Negative","once i got the pizza it was smashed  ","","2025-06-23T07:12:01.795749Z"
1435,"1","2025-06-23T07:12:06.434818Z","",115,4.283,"","","","when asked for a refund they said they will give me  domino s  credits ","Negative","2025-06-23T07:12:06.434818Z"
1436,"1","2025-06-23T07:12:09.162478Z","",115,2.377,"","","","however i didn t get the credits as well ","Negative","2025-06-23T07:12:09.162478Z"
1437,"1","2025-06-23T07:12:12.420835Z","",115,2.905,"","","","also i don t want domino s credits ","","2025-06-23T07:12:12.420835Z"
1438,"1","2025-06-23T07:12:15.161221Z","",115,2.395,"","","","i want my money back ","","2025-06-23T07:12:15.161221Z"
1439,"1","2025-06-23T07:12:24.644652Z","",115,9.139,"Negative","","","i will never order from dominos again and would advise that they shut down at least this store since they are not able to live up to the standards ","","2025-06-23T07:12:24.644652Z"
1440,"1","2025-06-23T07:12:27.964996Z","",115,2.881,"","","","attached images of the smashed pizza ","","2025-06-23T07:12:27.964996Z"
1441,"1","2025-06-23T07:12:54.899461Z","",116,26.554,"","","Negative","taste less food not well perpred   egg shell had mixed in food so please check once while preparing and quality is also not nice  this is the reason","","2025-06-23T07:12:54.899461Z"
1442,"1","2025-06-23T07:14:37.283966Z","",117,101.999,"","Negative","","packing is good  but we have paid for it   salan   over spicey ","Positive","2025-06-23T07:14:37.283966Z"
1443,"1","2025-06-23T07:15:07.781691Z","",117,30.069,"","","Negative","briyani rice is good   over masala and very less pieces of chicken    not happy","","2025-06-23T07:15:07.781691Z"
1444,"1","2025-06-23T07:15:14.502820Z","",118,6.342,"","","Negative","bad food egg was smashed","","2025-06-23T07:15:14.502820Z"
1445,"1","2025-06-23T07:15:17.112517Z","",119,2.24,"","","","recently had chicken biryani and natukodi vepud     ","","2025-06-23T07:15:17.112517Z"
1446,"1","2025-06-23T07:15:34.134981Z","Negative",119,16.671,"","","Positive","it s horrible experience     food was ok ok    m but coming to hygiene level it was totally disappointed      table was not at clear asked the two times for clean plate         ","Negative","2025-06-23T07:15:34.134981Z"
1447,"1","2025-06-23T07:15:47.666862Z","",120,13.161,"","","","the quantity given was less than a plate ","Negative","2025-06-23T07:15:47.666862Z"
1448,"1","2025-06-23T07:15:52.005994Z","",120,3.98,"","Negative","","it was not worth the price at all ","","2025-06-23T07:15:52.005994Z"
1449,"1","2025-06-23T07:15:55.001383Z","",121,2.639,"Negative","","","a very bad experience ","","2025-06-23T07:15:55.001383Z"
